,Unnamed: 0,Assessment,Question,Proof,Identify.Base.Case,Prove.Base.Case,Hypothesis.is.stated,Hypothesis.is.given.some.bound,Goal.is.Clear,Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k,Inductive.Hypothesis.is.applied,Graded.By,Semester
137,138,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n. Fist we confirm the base cases of g(0) and g(1). g(0) = 2 - 2/3^0 = 0 and g(1) = 2 - 2/3^1 = 4/3, so both true. Inductive hypothesis is that g(n) = 2 - 2/3^n for n in the range of (0, 1). For the inductive step we need to prove g(2) = 2 - 2/3^2 = 4/3(g(1)) - 1/3(g(0)). Simplifying we get 16/9 = 16/9 - 1/3*0, so 16/9 = 16/9 which shows what we needed to show.",2,2,2,1,1,0,0,Seth,sp23
138,139,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Proof bu Infuction
Base case: g(0) = 2 - 2/(3^0) = 2 - 2 = 0;       g(1) = 2 - 2/ (3^1) = 4/3  
Inductive hypothesis: g(n) = 2 - 2/3^n for each n in 2,.....,k;  
Inductive Step: prove for some k, g(n) = 2 - 2/3^n for each n in 2,.....,k",2,2,2,2,1,0,0,Seth,sp23
139,140,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"If we substitute the values 0 and 1 into g(n) = 2-2/3^2, we get 0 and 4/3, respectively.",2,1,0,0,0,0,0,Seth,sp23
140,141,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For the base case, n =2 and g(n)=4/3g(1)-1/3g(0)=4/3*4/3 = 16/9 and g(2) = 2-2/9 = 18/9-2/9=16/9

The inductive hypothesis is that for 4/3g(n-1)-1/3g(n-1) for n>=2 and g(n) =2-2/3^n there is a k where k 2...k.

Now the proof needs to show that 4/3g(n-1)-1/3g(n-2)=2-2/3^n. => 4/3(2-2/3^(n-1))-(1/3(2-2/3^(n-2)) = (8/3-8/3^n) -(2/3-2/3^(n-1)) = 2 -8/3^n+2/3^(n-1) = 2-8/3^n-(2/3)(1/3^n) = 2-(1/3^n)(8/3-2/3)= 2-(1/3^n)(2)=2-(2/3^n). Which is equal to2-2/3^n. Which is what we needed to show. 
",1,2,2,1,1,2,2,Seth,sp23
141,142,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,g(0) = 0 g(1) = 4/3 g(2) = 4/3*4/3-1/3*0 = 16/9 etc,0,0,0,0,0,0,0,Seth,sp23
142,143,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"2-(2/3^0) = 0

2-(2/3^1) = 4/3
",2,1,0,0,0,0,0,Seth,sp23
143,144,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number

For the base case, note that when n = 2, 

Predicate: g(n-1) >= 2

Hypothesis: ",1,1,0,0,0,0,0,Seth,sp23
144,145,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,$idk$,0,0,0,0,0,0,0,Seth,sp23
145,146,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"We use n for induction

Base case:

Inductive Hypothesis:

Inductive step:

what we need to show",0,0,0,0,0,0,0,Seth,sp23
146,147,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"base case: g(2) = 4/3g(2 - 1) - 1/3g(0) when n = 2 which equals 4/3 * 4/3 - (1/3 * 0) whish equals 16/9 which is equal to 2 - 2/(3^2), it is true",1,2,0,0,0,0,0,Seth,sp23
147,148,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Base Case: g(0) = 2-2 and g(1) = 2-2/3 so g(0) and g(1) are true.

Inductive Step: assume P(n) for n in {0, 1, ... k-1} where k-1 is a natural number. Then g(k) = 4/3(g(k-2) - 1/3g(k-1) which equals 4/3(2-2/3^(k-2)) - 1/3(2-2/3^(k-1)) and this simplifies to 2-2/3^k.

Therefore, by induction, P(n) is true for any natural number n.",2,1,2,2,2,2,2,Seth,sp23
148,149,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Base case:

n = 2: 2 - 2/3^2 = 2 - 2/9 = 16/9. g(2) = 16/9 

n = 1: 2 - 2/3^1 = 4/3. g(1) = 4/3

n = 0: 2 - 2/3^0 = 0. g(0) = 0",2,2,0,0,0,0,0,Seth,sp23
149,150,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"base: when n = 0, this is true,
IH, the claim is true when n = 0,1,2,3,,,,,,k-1",1,1,2,2,0,0,0,Seth,sp23
150,151,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"**Base Case: ** When $n=2$, $g(2) = \displaystyle{\frac{4}{3}g(2-1)-\frac{1}{3}g(2-2)} = \frac{4}{3}g(1)=\frac{16}{9}$. At the same time, $g(2)=2-\displaystyle{\frac{2}{3^2}}=2-\frac{2}{9}=\frac{16}{9}$. At this moment, the two sides of the equation are equal.",1,2,0,0,0,0,0,HC,sp23
151,152,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,,0,0,0,0,0,0,0,HC,sp23
152,153,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction n

We note that for n = 0, $g(0) =2-\frac{2}{3^0} = 0 $. Also for n=1  $g(1) =2-\frac{2}{3^1} = \frac{4}{3} $.

Our induction hypothesis is that for some k, $g(n) = 2-\frac{2}{3^n}$ for any natural number n in 0....k.

We must show that  $g(k+1) = 2-\frac{2}{3^(k+1)}$.

//math part I didn't have time for

Since $g(k+1) = 2-\frac{2}{3^(k+1)}$ the claim is proven.",2,2,2,2,2,0,0,HC,sp23
153,154,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Given the above claim, we use proof by induction of $n$:

Base Case: $g(0) = 0$ and $g(0) = 2 - \frac{2}{3^n} = 2 - 2 = 0.$ Thus, its true. Also $g(1) = \frac{4}{3}$ and $g(1) = 2 - \frac{2}{3^1} = 2 - 2/3 = 4/3.$ Thus, this is also true.

Inductive Predicate: $g(n)=\frac{4}{3}g(n-1) - \frac{1}{3}g(n-2) = 2 - \frac{2}{3^n} $ for $n \in \mathbb{N}.$

Inductive Hypothesis: Let there be some natural number $k$, such that $g(n)=\frac{4}{3}g(n-1) - \frac{1}{3}g(n-2) = 2 - \frac{2}{3^n}$ for all $n$ from $0,1,2,...,k-1,k.$

Inductive step to prove:  $g(k+1)=\frac{4}{3}g(k) - \frac{1}{3}g(k-1) = 2 - \frac{2}{3^{k+1}}$

Evaluating left hand side and using the inductive hypothesis:

$g(k+1)=\frac{4}{3}g(k) - \frac{1}{3}g(k-1) = \frac{4}{3}(2-\frac{2}{3^k}) - \frac{1}{3}(2-\frac{2}{3^{k-1}}).$ Simplifying - 

$g(k+1) = \frac{8}{3} - \frac{8}{3^{k+1}} - \frac{2}{3} + \frac{2}{3^{k}} = 2 - \frac{2}{3^{k+1}}$ which is what we needed to show. 

Thus, using proof by induction $g(n)$ holds true for any natural number $n$.",2,2,2,1,2,2,2,HC,sp23
154,155,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Suppose that g: N -> R

Base Case: n=2, (4/3)*g(1)-(1/3)*g(0) = 16/9 and g(n) = 2- (2/9) = 16/19 so true

This must also hold true for g(n+1) So (4/3)*g(n) - (1/3)g(n-1) must equal 2 - (2/(3^(n+1)))

(4/3)*(2-(2/(3^n))) - 1/3(2-(2/(3^(n-1)))) = 2 - (2/(3^(n+1)))",0,0,0,0,0,0,0,HC,sp23
155,156,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number, let us solve the proof by induction. We have two base cases, one when n = 0, and the other when n = 1. For g(0), g(0) = 2 - 2/3^0 = 2 - 2 = 0, which is true as given above. For g(1), g(1) = 2 - 2/3 = 4/3, which is true as given above. Our inductive hypothesis is that for any n >= 2 to k, g(n) = 4/3g(n-1) - 1/3g(n-2). For our inductive step, 2 - 2/3^k = 4/3g(k-1) - 1/3g(k-2). By isolating for k, we get (-4/3g(k-1) + 1/3g(k-2) - 2)2 = 3^k. Set j = (-4/3g(k-1) + 1/3g(k-2) - 2)2. Taking the ln of both sides, we find the result to be true, as k = ln(, which is what we needed to show. ln(j/3) = k, which is what we needed to show.",2,2,0,2,0,0,0,HC,sp23
156,157,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Prove base cases:  
$g(0)=2-\frac{2}{3^0}=2-2=0$, where $g(0)=0$  
$g(1)=2-\frac{2}{3^1}=2-\frac{2}{3}=\frac{4}{3}$, where $g(1)=\frac{4}{3}$  ",0,0,0,0,0,0,0,HC,sp23
157,158,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"g(n) = 4/3g(n-1) - 1/2g(n-2)

no idea",0,0,0,0,0,0,0,HC,sp23
158,159,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"g(0) = 2-2/3^n = 2 - 2 / 1 = 0, which matches g(0) = 0.

g(1) = 2 - 2/3^1 = 2 - 2/3 = 4/3, which matches g(1) = 4/3.

g(2) = 2 - 2/3^2 = 2 - 2/9 = 16/9.
g(2) = (4/3)g(1) - (1/3)g(0) = (4/3)(4/3) - 0 = 16/9, which means it matches.

Since all of them match, that proves the formula.",0,0,0,0,0,0,0,HC,sp23
159,160,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Base case : for n = 2, where n is a natural number :

g(2) = (4/3)(g(1)) - (1/3)g(0)

g(2) = 16/9

plugging that into the claimed equation we see that g(2) also gives us 16/9

Induction : for some natural number n, the stated claim is true for all n such that n = 0.. n = k where k is a natural number
(4/3)(g(k)) - (1/3)(g(k-1)) = 2-2/3^(k+1)

= 2-(2/((3)*(3^k)))

since the left side of the equation has a recursive structure, we know (4/3(4/3)(4/3)...(4/3)) - (1/3(1/3)...(0)))

this simplifies to (4/3)^k = (4/3)^k which is what we needed to prove.",1,2,2,2,2,0,0,HC,sp23
160,161,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For our base case, g(0) = 2 - 2/3^0 = 0.

Suppose our induction hypothesis is that g(n) = n - 2/3^n for n in 0...k (where k $\geq$ 0).

To prove our induction hypothesis g(k+1) = 2 - 2/3^k+1.

Set g(n) equal to itself: 4/3 g(k-1) - 1/3 g(k-2) = 2 - 2/3^k+1.

[algebra work]

therefore, g(n) = n - 2/3^n for any natural number n, which is what we needed to prove.",1,2,2,2,2,0,0,HC,sp23
161,162,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Base case: prove that g(0) = 0 and g(1) = 2.

Induction hypothesis: for a natural number 0...k-1, if g(k+1) = 2 - 2/3^(k+1) for n >= 2, then it is proven.

From the denominator, it can be seen that 3 is raised to the power of n. This must be due to the fact that g(n) represents the difference of 4/3 times the previous term and 1/3 times the previous previous term. Since 3 is being multiplied multiple times, the 3^n is present.

By rearranging some parts of the equation and proving that the set of all ks work, it shows that g(n)=2-2/3^n for any natural number n.",2,0,0,2,0,0,0,HC,sp23
162,163,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n. We will prove that given g(n) = 4/3g(n-1)-(1/3)g(n-2), for n>=2, g(n) = 2 - 2/(3^n). Base case: g(0) = 4/3(0) - 1/3(2-(2/(3^-2))) = 0. Inductive step: Prove that g(n + 1) = 2-(2/(3^(n+1))). 

Therefore, by proof by induction, we have proved that g(n) = 2-(2/(3^n)).",1,0,0,0,2,0,0,HC,sp23
163,164,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,i need more re-enforcement from the last lesson to be able to complete this proof.,0,0,0,0,0,0,0,HC,sp23
164,165,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"g(n) = 4/3*g(n-1) - 1/3*g(n-2)

g(2) = 4/3*4/3 - 1/3 * 0

= 16/9

likewise, when we do it for g(n) = 2 - 2/3^n

g(1) = 2 - 2/3 = 4/3
g(0) = 2 ",0,0,0,0,0,0,0,HC,sp23
165,166,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,???,0,0,0,0,0,0,0,HC,sp23
166,167,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Using induction to prove for n.
For base case 0 and 1. g(0) = 0 = 2 - 2 = 0. For base case 1, g(1) = 4/3 = 2-2/3 = 4/3. Thus we can say the statements hold true for the base case. Now for the inductive hypothesis assume the statement is true for some k where n = k. Thus, for g(k) = 4/3g(k -1) -1/3 g(k-2) = g(k) = 2-2/3^k. Now we need to prove the statement for some n = k+1. This gives us 4/3g(k) - 1/3 g(k-1) = 2-2/3^k+1. Similar question as the last exam we can through algebraic operations and the inductive hypothesis reduce the statement 4/3 = 4/3 and so the inductive hypothesis is true and the statement is true for all n.",2,2,2,1,2,2,0,HC,sp23
167,168,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,yes,0,0,0,0,0,0,0,HC,sp23
168,169,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For base case:

$g(2) = 2 - 2/3^2 = 16/9$  and $g(2) = 4/3*g(1) - 1/3*g(0) = 16/9$
 
 Supposed that for some K,  $g(n) = 2-2/3^n$ is true for any n in 2,3,...,k.
 
 We know that
 ",1,2,2,2,0,0,0,HC,sp23
169,170,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,Real number include natural number(?,0,0,0,0,0,0,0,HC,sp23
170,171,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number.

Suppose g: N --> R and g is defined by g(n) 4/3g(n-1) - 1/3g(n-2) for all n$\ge$2.

The base case is n=2 where g(2) = 4/3(4/3) - 1/3(0) = 16/9.

The inductive hypothesis is for some k, g(n) = 2 - 2/(3^n) for all n 0,..,k.

Thus, g(k) = 2 - 2/(3^k).

Let k = 2, then g(2) = 2 - 2/(9) = 16/9.

Therefore g(n) = 2 - 2/(3^n).",1,1,2,2,0,0,0,HC,sp23
171,172,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"B/ase case: let n = 2, then g(n) = 16/9  and 2 - 2/(3^n) = 16/9, gives the P(2) holds.
Inductive hypothesis:
Inductive step:",1,2,0,0,0,0,0,HC,sp23
172,173,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For our base case, note that when n = 0, $g(0) = 0 = 2- \frac {2} {3^0} = 0$. Additionally, $g(1) = \frac 4 3= 2- \frac {2} {3^1} = \frac 4 3$.

Next, suppose as our inductive hypothesis we have that for some k, $g(n)=2-\frac{2} {3^n}$ for each n in 0...k-1.

We need to show that $g(k)=2-\frac{2} {3^k}$.

$g(k)=\frac4 3g(k-1)-\frac1 3g(k-3)$. By our inductive hypothesis, $g(k-1)$ and $g(k-3) =2-\frac{2} {3^k}$.


Therefore, by induction, $g(k)=2-\frac{2} {3^k}$ which is what we needed to show.",2,2,2,2,2,1,0,HC,sp23
173,174,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Base cases:

Notice $g(0) = 0 = 2 - \frac 2 {3^{0}} $

Notice $g(1) = \frac 4 3 = 2 - \frac 2 {3^{1}} $


There is an integer k, such that $g(n) = \frac 4 3g(n - 1) - \frac 1 3g(n-2) = 2 - \frac2 {3^{n}}$ for integers n 0...k

For $n = k+1, g(k+1) = \frac 4 3g(k) - \frac 1 3g(k-1)$

According to our hypothesis, $g(k) = 2 - \frac 2 {3^{k}}$ and $g(k-1) = 2 - \frac 2 {3^{k-1}} = 2 - \frac 6 {2^{k}}$

So $g(k+1) = \frac 4 3g(k) - \frac 1 3g(k-1) = 2 - \frac 2 {3^{k+1}}$

Whc=ich is what we wanted to prove.",2,2,2,2,2,2,2,HC,sp23
174,175,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Base case: g(0) = 0 and g(1) = 1, so g(2) = 16/9 and g(2) = 4/3(g(1)) - 1/3(g(1)) = 16/9

Show that for any number $m$ in $0...k$, g(m) = $2-(2/3 ^{m})$

By the definition of g(n), g(m) = $(4/3)g(n-1) - (1/3)g(n-2) = 2 - 2/3^{m}$",1,0,0,2,0,0,0,HC,sp23
175,176,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Let the base case be $n=2$. $g(2)=\frac{4}{3}g(1)-\frac{1}{3}g(0)=\frac{16}{9}-0=\frac{16}{9}=2-\frac{2}{3^2}$, which is true <br>
Assume the claim holds for a natural number $k-1$ and $k\ge2$. Thus, $g(k+1)=\frac{4}{3}g(k)-\frac{1}{3}g(k-1)=$<br>
$\frac{4}{3}(2-\frac{2}{3^k})-\frac{1}{3}(2-\frac{2}{3^{k-1}})=2-\frac{8}{3^{k+1}}+\frac{2}{3^k}=2-\frac{2}{3^{k+1}}$",1,2,2,1,2,2,2,HC,sp23
176,177,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"first, we ientify the best case n = 0 and n - 1. 

g(0) = 0 = 2 - 2
g(1) = 4/3 = 2 - 2/3

Then, the induction hypothesis is g(n) = 2 - 2/3^n = 4/3*g(n - 1) - 1/3*g(n - 2) for n = 0,1,2,.....k and -1,-2,-3....-k

The first step of induction is to prove that (I forgot how to write the rest).",2,2,2,1,0,0,0,HC,sp23
177,178,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For our base case, we can use n=2. g(2) = $\frac 4 3 g(n-1) - \frac 1 3 g(n-2) = \frac {16} 9 $ which is equal to 2-$\frac 2 {3^2}= \frac {16} 9$. 
Suppose our inductive hypothesis that $2-\frac 2 {3^n}$ for each n 0...k+2 where k is a nutural number. 

Now we need to prove that $\frac 4 3 g(k+1)- \frac 1 3 g(k) = 2 - \frac 2 {3^(k+2)}$. ",1,2,2,2,2,2,0,HC,sp23
178,179,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n.

P(n) = $g(n) = 2 - \frac{2}{3^n}$ for any natural number n.

Base cases: When n = 0, g(0) = 2 - 2 = 0

When n = 1, g(1) = 2 - 2/3 = 4/3

Suppose that $g(n) = 2 - \frac{2}{3^k}$ is true for all natural numbers 0...k.

We want to prove that $g(n) = 2 - \frac{2}{3^n}$ is true for n = k + 1.

$g(k + 1) = 2 - \frac{2}{3^(k + 1)}$

$g(k + 1) = 2 - (\frac{1}{3} * \frac{2}{3^k})$

From the definition of g, we know that $g(k + 1) = \frac{4}{3}g(k) - \frac{1}{3}g(k - 1)$

$g(k + 1) = \frac{4}{3}(2 - \frac{2}{3^k}) - \frac{1}{3}(2 - \frac{2}{3^(k - 1)})$

$ = \frac{8}{3} - \frac{8}{3^(k + 1)} - \frac{2}{3} - \frac{2}{3^k}$

$ = 2 - \frac{2}{3^k}$

So, by induction, we have proved that $g(n) = 2 - \frac{2}{3^n}$ is true for all natural numbers n.",2,2,2,2,2,2,2,HC,sp23
179,180,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For our base case, note that when n = 0, g(n) = 2 - 2/(3^n).
Next, suppose as our Inductive Hypothesis that for some k >= 0, g(n) = 2 - 2(3^n) for n  in 0...k. Now to finish we need to show that g(n) = 2 - 2/(3^k). Now do math to proof this but I do not know the math.",1,2,2,2,1,0,0,HC,sp23
180,181,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,i don't know induction and wasn't provided any documentation. ,0,0,0,0,0,0,0,HC,sp23
181,182,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For our base case, $ n = 0$, so $ g(0) = 2 - 2 /3^{0} = 2-2 = 0 $ which matches what was given. 

For our second base case, $n = 1$ so $ g(1) =  2 - 2 /3^{1} = 2 - 2/3 = 4/3$ which matches what was given.

Our inductive hypothesis states that for some $ k \geq 0, g(n) = 2 - 2/3^{n}$ for some $n$ in $0 ... k$.

We must now prove that $ g(k + 1) = 2 - 2/3^{k + 1}$",2,2,2,2,2,0,0,HC,sp23
182,183,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"kSuppose that all nnatural numbers are also real numbers. Let g(0) = 0, g(1) = 4/3, g(n) = 4/3g(n-1) - 1/3g(n - 2) for n>=2. By the indicative hypothesis, g(n) is also equal to 2 - 2/3^n for any natural number n. Therefore the claim is true that 2 - 2/3^m is true for any natural number n. ",0,0,0,0,0,0,0,HC,sp23
183,184,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Base case: For our base case, when n = 2, g(2) = (4/3)*g(2-1) - (1/3)*g(2-2) = (4/3)*g(1) - (1/3)*g(0) = (4/3)*(4/3) - (1/3)*(0) = 16/9 and g(2) = 2 - (2/(3^2)) = 2 - 2/9 = 16/9.

Inductive hypothesis: For the inductive hypothesis, suppose that for some k, (4/3)*g(n-1) - 1/3*g(n-2) = 2 - (2/(3^n)) for each n in 2, 3, ..., k - 1.

Inductive step: Now we need to show that (4/3)*g(k-1) - 1/3*g(k-2) = 2 - (2/(3^k)).",1,2,2,2,2,2,0,HC,sp23
184,185,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n  
$g(0) = 2 - \frac{2}{3^0} = 2 - 2 = 0$ and $g(1) = 2 - \frac{2}{3^1} = \frac{4}{3}$. Thus these base cases are true  
Suppose $g(n) = 2 - \frac{2}{3^n}$ for all natural numbers 0, 1...k.   
$g(k+1) = 2 - \frac{2}{3^(k+1)}$   
This can be rewritten as $g(k + 1) = 2 - \frac{2}{3(3^k)}$
We know $g(k) = 2 - \frac{2}{3^k}$ and $g(k - 1) = 2 - \frac{2}{3 ^ (k-1)}$.  
Thus $g(k + 1) = \frac{4}{3}(2 - \frac{2}{3^k}) - \frac{1}{3}(2 - \frac{2}{3 ^ (k-1)})$  
This can be simplified to $\frac{8}{3} - \frac{2}{3} + \frac{2}{3^k} - \frac{8}{(3)3^k} =  2 - \frac{2}{3(3^k)} = g(k + 1)$
Thus $g(k + 1) = 2 - \frac{2}{3^k + 1}$ which is what we were trying to show.",2,2,2,2,2,2,2,HC,sp23
185,186,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Let's proove this using strong induction. 

Supposed that g from Natural to Real numbers is defined by g(0) =  0, g(1) = 4/3, and g(n) = 4/3g(n-1) - 1/3g(n-2) for n>= 2. Let's substitute k into this equation. This gives us 4/3g(k-1) - 1/3g(k-2) for k >= 2. If we factor out 1/3, we get 4g(k-1) - g(k-2).

Have to prove the same for k+1

Not sure how to proceed from here.",0,0,0,0,0,0,0,HC,sp23
186,187,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,base case of g(1) = 4/3 so summation of g(n) = 4/3g(n-1) - 1/3g(n-2) where g(n) = 2- 2/3^n should hold when g(n+1) holds or 2 -2/3^(n+1) will hold for n >= 2 ,0,0,0,0,0,0,0,HC,sp23
187,188,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"base case: when n=0, $g(0)=2-\frac{2}{3^0}=0$ and $g(0)=0$. when n=1, $g(1)=2-\frac{2}{3^1}=\frac{4}{3}$ and $g(1)=\frac{4}{3}$.

hypothesis: for some k, $g(n)=2-\frac{2}{3^n}$ for n in 2,3,...,k. 

then we want to prove that $g(k+1)=2-\frac{2}{3^{k+1}}$. By the definition of g and our hypothesis, we can rewrite g(k+1) as $g(k+1)=\frac{4}{3}g(k)-\frac{1}{3}g(k-1)=\frac{4}{3}(2-\frac{2}{3^k})-\frac{1}{3}(2-\frac{2}{3^{k-1}})$. 

simplify, 

$g(k+1)=\frac{8}{3}-\frac{8}{3^{k+1}}-\frac{2}{3}+\frac{2}{3^k}=2-\frac{8-6}{3^{k+1}}=2-\frac{2}{3^{k+1}}$, which is exactly what we want to show. ",2,2,2,2,2,2,2,HC,sp23
188,189,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"proof by induction on n

given g(0) = 0, g(1) = 4/3, and g(n) = 4/3g(n-1) - 1/3g(n-2) for n>=2 I will prove the inductive hypothesis g(n) = 2- 2/(3^n) for all natural numbers n.

Base cases g(0) = 2-2/1 =0 =0, g(1) = 2 - 2/(3^1) = 4/3 = 4/3

Now we can substitute in for all natural numbers k for n>=2.

g(k) = 4/3g(k-1) - 1/3g(k-2) = 4/3g(k-1) and we can substitute the indictive hypothesis in

g(k) = 4/3(2-(2/3^k-1)) -1/3(2-(2/3^k-2))

g(k) = 2 - 8/3^k + 6/3^k

when this is simplified down it is g(k) = 2-(2/(3^k)) QED",2,2,1,1,1,2,2,HC,sp23
189,190,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"$2 - (2/3^n)$ = $4/3$$(g(n-1) - 1/3 g(n-2)$

 $4/3$$(g((2)-1) - 1/3 g((2)-2)$
 
 ",0,0,0,0,0,0,0,HC,sp23
190,191,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Proof: Proof by induction n that g(n) = 2 - 2/3^n for a natural number n

Base Case: We must prove g(0) and g(1) initially before going into the g(n) statement. g(0) in the wideranging equation is g(0) = 2 - 2/1 = 0, and g(0) was proven to be 0. g(1) = 2 - 2/3, which is equal to 6/3 - 2/3 = 4/3, which is on line with the g(1) statement. 

Induction Hypothesis: For a number k, g(n) = 2 - 2/3^n for n being in the range of 0,1,2,3.....k

Induction Step: Prove g(k+1) = 2 - 2/3^(k+1) for any natural number n

Prove: As the g(n) statement is bounded by the inequality n >=2, we can plug in 2 to the k+1 statement to see that g(3) = 2 - 2/3^(3) = 2 - 2/9 = 16/9 . We can plug n = 2 into the g(n) equation to get 4/3(g(2-1)) - 1/3 g(2-2). As we simplify that we get 4/3 * g(1) - 1/3 *g(0). g(1) = 4/3 and g(0) = 0. We can plug back in to get g(2) = 16/9, which = g(k+1) = 2 - 2/3^k+1, proving the induction step

Conclusion: For any natural number n, g(n) = 2 - 2/3^n
",2,2,2,2,2,0,0,HC,sp23
191,192,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"base case = 4/3g(n+1 - 1) - 1 1/3 g (n - 1) for n>=2

",0,0,0,0,0,0,0,HC,sp23
192,193,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For our base case, note that when n = 0, g(0) = 0 and 2 - 2/(3^n) = 0.

Next, suppose as our inductive hypothesis that 2 - 2/(3^n) = (4/3) g(n-1) - (1/3) g(n-2) for each n in 0...k-1.

Now to finish we need to show that 2 - 2/(3^k) = (4/3) g(k-1) - (1/3) g(k-2).

(4/3) g(k-1) - (1/3) g(k-2) = (4/3) (2 - 2/(3^(k-1))) - (1/3) (2 - 2/(3^(k-2))) = (8/3) - 8/(3^k) - (2/3) + 2/(3^(k-1)) = 2 - 2/(3^k).",1,2,2,2,2,2,2,HC,sp23
193,194,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,I have no idea.,0,0,0,0,0,0,0,HC,sp23
194,195,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"g(n)=2-2/3^n is true for some integers n = 1, 2, 3, ,..., k. Base case g(0) = 2 - 2/1 = 0 g(1) = 2- 2/3 = 4/3",0,0,0,0,0,0,0,HC,sp23
195,196,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"We can find base cases

$g(0)=2-\frac{2}{1}=0$ true for $n=0$  
$g(1)=2-\frac{2}{3}=\frac{4}{3}$ true for $n=0$

We can assume $g(n)$ is true for any $n=1,2,3,4....k$

idk",2,2,2,2,0,0,0,HC,sp23
196,197,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"by base case

suppose g(k) = 2 - 2/(3^k) is true

proof 

g(k + 1) = 2 - 2 /(3^(k+1))

(4/3)g(k) - (1/3)g(k-1) = 2 - 2 /(3^(k+1))",0,0,2,0,2,2,0,HC,sp23
197,198,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"For our base case, g(0) = 2 - 2/3^0 = 0

4/3 * g(k - 1) - 1/3 * g(k - 2) for values 0...k + 1

4/3 * g(k) - 1/3 * g(k-1) = 2 - 2/3^(k+1)

4g(k) - g(k-1) = 6 - 2/3^k

??",1,2,0,0,0,0,0,HC,sp23
198,199,Exam 4,learningStudy/WrittenInduction_Recurrence_v3,"Inductive proof on n 

Best Case g(0) = 0, g(1) = 4/3

Inductive Hypothesis g(n) = 4/3g(n-1) - 1/3g(n-2) = 2 - 2/(3^n)

I don't remember how to take inductive step and further prove from here",2,1,2,0,0,0,0,HC,sp23
