"","Assessment","Question","Proof","Identify.Base.Case","Prove.Base.Case","Hypothesis.is.stated","Hypothesis.is.given.some.bound","Goal.is.Clear","Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k","Inductive.Hypothesis.is.applied","Graded.By"
"162","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: when n = 0, $2n^3+3n^2+n=0$ which is divisible by 6.

Inductive hypothesis: assume $2n^3+3n^2+n$ is divisible by 6 for n = 0,1,2.....k.

Now to finish we need to show that $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by 6.

$2(k+1)^3+3(k+1)^2+(k+1) = 2k^3+9k^2+13k+6 = 2k^3+3k^2+k + 6(k^2+2k+1)$. From our inductive hypthesis, we have that $2k^3+3k^2+k$ is divisible by 6. Since $6(k^2+2k+1)$ is also divisible by 6, $2k^3+3k^2+k + 6(k^2+2k+1)$ is divisible by 6, which means $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by 6, which is what we needed to show.


",2,2,2,2,2,2,2,"Seth"
"163","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Suppose x is a natural number n.

x = 2.

2(2^3) + 3(2^2) + 2 = 16 + 12 + 2 = 30

6 | 30

So, 6 | 2n^3 + 3n^2 + n ",0,0,0,0,0,0,0,"Seth"
"164","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, when $n = 0, 2(0)^3 + 3(0)^2 + (0) = 0$ and $0$ is divisible by $6$.

Next, suppose as our Inductive Hypothesis that for some $k$, $2n^3 + 3n^2 + n$ is divisible by $6$ for each $n$ in $0...k$.

Now to finish we need to show that $2(k + 1)^3 + 3(k + 1)^2 + k + 1$ is divisible by $6$.

$2(k + 1)^3 + 3(k + 1)^2 + k + 1 = 2(k^3 + 3k^2 + 3k + 1) + 3(k^2 + 2k + 1) + k + 1$

$= 2k^3 + 6k^2 + 6k + 2 + 3k^2 + 6k + 3 + k + 1$

$= 2k^3 + 9k^2 + 13k + 6$.

$= 2k^3 + 3k^2 + k + 6k^2 + 12k + 6 = 2k^3 + 3k^2 + k + 6(k + 1)^2$.

Since we know that $2k^3 + 3k^2 + k$ is divisible by $6$, and the rest of the expression is divisible by $6$, then the entire expression is divisible by $6$. $QED$",2,2,2,2,2,2,2,"Seth"
"165","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let us use induction

First we can factor this into (2n+1)(n+1)(n)

For this to be divisible by 6, the terms have to be divisible by 6 or 2 and 3

2n+1 means it is divisible by 3

n+1 means it is divisible by 2

n means it is divisible by 6

Therefore, this expression is divisible by 6

QED",0,0,0,0,0,0,0,"Seth"
"166","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case : n = 0  
6 | 0  
Case n:  
n(2n + 1)(n + 1).  
for all cases n mod 6 = {0,1,2,3,4,5},  
6 | n(2n + 1)(n + 1).  
Case n + 1:  
(n + 1)(2n + 3)(n + 2).  
for all cases n mod 6 = {0,1,2,3,4,5},  
6 | (n + 1)(2n + 3)(n + 2).  
QED.",2,2,0,0,0,0,0,"Seth"
"167","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","first 2n^3 + 3n^2 + n can be form like n(2n^2 + 3n + 1), so for 2n^2 + 3n + 1 is equal to (2n+1)(n+1), the whole equation will become (n)(n+1)(2n+1), for 6, which is divisible by n(n+1)(n+2), so compare 2n+1 and n+2 which can be seen that the 2n+1 and = n+2 can be equal when mutiple n(n+1), so this formula is divisible by 6.",0,0,0,0,0,0,0,"Seth"
"168","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n:

Claim: 2n^3+3n^2+n is divisible by 6 for any natural number n

Base case: 2(0)^3+3(0)^2+0 = 0 which is divisible by 6

Hypothesis: 2k^3+3k^2+k is divisible by 6 for each n in 0,1,2 ... k

Inductive step: 2(k+1)^3+3(k+1)^2+k(+1) is ivisible by 6 for each n in 0,1,2,...k+1

Expanding out the Inductive step, we get 2k^3 +",2,2,2,1,1,0,0,"Seth"
"169","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n.

Base case: Let n = 0.
Then $2n^3+3n^2+n = 0$, which is clearly divisible by 6.

Inductive hypothesis: Suppose that $2n^3+3n^2+n$ is divisible for n in 0,1,...,k.

Inductive step: We need to show that $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by 6.

Consider $2(k+1)^3+3(k+1)^2+(k+1)$. Expanding, we get $2(k^3+3k^2+3k+1)+3(k^2+2k+1)+(k+1)$.

Rearranging, we have $2k^3+3k^2+k + 6(k^2+2k+1)$.

By our inductive hypothesis, $2k^3+3k^2+k$ is divisible by 6. Since $k^2+2k+1$ is an integer, $6(k^2+2k+1)$ is divisible by 6. Thus, $2(k+1)^3+3(k+1)^2+(k+1)$ is composed of terms that are divisible by 6, so it itself must be divisible by 6, which is what we needed to show.",2,2,2,2,2,2,2,"Seth"
"170","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let n be a natural number.  
For our base case, note that n=1, 2n^3 + 3n^2 +n = 18, which is divisible by 6.  
Suppose that for some k, 2n^3 + 3n^2 +n is divisible by 6 for each n in 1 .... k.  
Now we must show that  2(k+1)^3 + 3(k+1)^2 +(k+1) is divisible by 6.
When simplified, 2(k+1)^3 + 3(k+1)^2 +(k+1) equals 2k^3+7k^2+11k+7.
",2,1,2,2,2,0,0,"Seth"
"171","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For all natural numbers n, 2n^3+3n^2+n is divisible by 6. 

",0,0,0,0,0,0,0,"Seth"
"172","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, note that when n = 0, 2n^3 + 3n^2 + n = 0, which is divisible by 6.

Next, suppose as our inductive hypothesis that 2n^3 + 3n^2 + n is divisible by 6 for each n in 0...k-1.

Now to finish we need to show that 2k^3 + 3k^2 + k is divisible by 6.

2k^3 + 3k^2 + k = k (2k^2 + 3k + 1) = k(2k + 1)(k + 1)",2,2,2,2,2,0,0,"Seth"
"173","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Suppose 2n^3 + 3n^2 +n is divisible by 6

2n^3 + 3n^2 + n can be factored as some number p = n(2n+1)(n+1)

Plugging in n=0 into equation p, we get p = 0, which is divisible by 6.

Plugging in n=1 into equation p, we get p = 6, which is divisible by 6.

Plugging in n=2 into equation p, we get p = 30, which is divisible by 6.

From this, we can deduce that the original claim is true, which is what we needed to prove.",2,2,0,0,0,0,0,"Seth"
"174","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We are using proof by induction:

Induction predicate: P(n) = $2n^3 + 3n^2 + n$

Base case: when n = 0, P(n) = $2*0^3 + 3*0^2 + 0$ = 0 which is divisible by 6

inductive hypothesis: for some k, $2n^3 + 3n^2 + n$ is divisible by 6 for each n in 0 ... k - 1

We need to show that $2k^3 + 3k^2 + k$ is divisible by 6

we have 2k^3 is divisible by 6, 3k^2 is divisible by 6, and k is divisible by 6.

Therefore, $2k^3 + 3k^2 + k$ is divisible by 6 which is what we needed to prove.",2,2,2,2,2,0,0,"Seth"
"175","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","n = 1 , 6 is divisible by 6

n = 2 , 30 is divisible by 6

n = 3 , 84 is divisible by 6",2,2,0,0,0,0,0,"Seth"
"176","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","2n^3 + 3n^2 + n is divisble by 6 for some integers n = 0,1, 2,3 ,4 ,5 , .. , k.
Base case 2*0^3 + 3*0^2 + 0 = 0 is divisble by 6. Prove n = k + 1 is right. ",2,2,2,2,0,0,0,"Seth"
"177","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We are going to prove the claim using induction. For our base case, $2(0)^3 + 3(0)^2 + 0 = 0$, which is divisible by 6. As our inductive hypothesis, we know that for some k, $2(n)^3 + 3(n)^2 + n$ is divisible by 6 for all n in 0...k. We must prove that $2(k+1)^3 + 3(k+1)^2 + k+1$ is divisible by 6. ",2,2,2,2,2,0,0,"Seth"
"178","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, n = 0, so $2(0)^{3} + 3 (0)^{2} + 0 = 0$ which is divisible by 6.

Let our inductive hypothesis be that for some k, $ 2 n^3 + 3n^2 + n$ is divisible by 6, for n in $0 ... k$.

Now we need to prove that $2(k+1)^3 + 3(k+1)^2 + (k+1)$ is divisible by 6.

$ 2(k+1)^3 = 2k^3 + 6k^2 + 6k + 2$

$3(k+1)^2  = 3k^2 + 6k + 1$

$2(k+1)^3 + 3(k+1)^2 + (k+1)$ = $2k^3 + 9k^2 + 13k + 3$

Factoring out a 6, you get $6(k^2 + 2k) + (2k^3 + 3k^2 + k +3)$

Since $(k^2 + 2k)$ is an integer, $2n^3 + 3n^2 + n$ is divisible by 6.",2,2,2,2,2,1,1,"Seth"
"179","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base Case: for $n=0$, $2n^3 + 3n^2 + n = 0$ which is divisible by 6

Suppose for our inductive hypothesis that for $k$, $2n^3+3n^2+n$ is divisible by 6 for all $n$ in $0..k$

Now to finish we need to show that $2k^3+3k^2+k$ is divisible by 6

",2,2,2,2,1,0,0,"Seth"
"180","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let n be any natural number  
Case 1. if n is an even natural number, then n = 2k for some integer k.  
Then 2n^3 + 3n^2 + n = 2*(8k^3) + 3*(4k^2) + 2k = 16k^3 + 12k^2 + 2k = 2*(8k^3 + 6k^2 + k), which is divisible by 2. We need to prove that 8k^3 + 6k^2 + k is divisible by 3.  
Case 2, if n is an odd natural number, then n = 2k + 1 for some integer k.  
Then, 2n^3 + 3n^2 + n = 2*(2k+1)^3 + 3*(2k+1 )^2+ (2k + 1). We need to prove that 2n^3 + 3n^2 + n = 2*(2k+1)^3 + 3*(2k+1 )^2+ (2k + 1) is divisible by 6.",0,0,0,0,0,0,0,"Seth"
"181","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","i need more re-enforcement from the last lesson to be able to complete this proof.",0,0,0,0,0,0,0,"Seth"
"182","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let $n$ be any arbitrary natural number.

Prove for any $n$, $2n^3+3n^2+n$ is divisible by 6.

Base case: At $n=0$, $2n^3+3n^2+n=0$ which is divisible by 6.

Inductive hypothesis: For some $k$, $2n^3+3n^2+n$ is divisble by 6 such that $n$ is exists in $0...k-1$.

Inductive step: Show that $2k^3+3k^2+k$ is divisible by 6.

$2(k-1)^3+3(k-1)^2+(k-1)$ is divisible by 6 as established in the inductive hypothesis. 

Rearranging this expression and distributing out the expression, we get $2k^3-6k^2+6k-2+3k^2-6k+3+k-1$.

Once again rearranging this expression, we get $2k^3-3k^2+k$. This is equivalent to $(2k^3+3k^2+k)-6k^2$. These above expressions are both equivalent to $2(k-1)^3+3(k-1)^2+(k-1)$ which is divisible by 6 as shown in the inductive hypothesis. That means $(2k^3+3k^2+k)$ must also divisible by 6 because $6k^2$ is divisible by 6. 
",2,2,2,2,2,1,2,"Seth"
"183","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","n(2n^2 + 3n +1) = n((2n +1) * (n +1))
suppose (n +1) is divisble by 6, then the whole function is divisible by 6
if n + 1 is not divisible by 6, there exist a k and h that k =h(mod6), there are two cases
case one, (2n +1) * (n +1 ) is not divisible by 6 becasue the k can not be 0 when h equal the function, but times n it  will divisible by 6
case two, (2n +1) * (n +1 ) is divisible by 6, which make it divisible by 6 too if times n ",0,0,0,0,0,0,0,"Seth"
"184","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For any natural number n, $2n^{3}$ + $3n^{2}$ + n is divisibe by 6

$2n^{3}$ + $3n^{2}$ + n = n($2n^{2}$ + 3n + 1) = n(2n + 1)(n + 1)",0,0,0,0,0,0,0,"Seth"
"185","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction: $2*n^3+3*n^2+n$

Base Case: $2*n^3+3*n^2+n$ when p is set equal to 0.

Inductive Hypothesis: $2*(k+1)^3+3*(k+1)^2+(k+1)$

Inductive Step: $2*(k+1)^3$ is divisible by 6 because any number multiplied by 2 and cubed is divisible by 6. $3*(k+1)^2$ is divisible by 6 because any number multiplied by 3 and squared is divisible by 6. $(k+1)$ is a constant and does not affect the divisiblility.

Therefore by inductive hypothesis, it can be shown that for any k value the claim holds true that the equation is divisible by 6.

Therefore by proof by induction, $2*n^3+3*n^2+n$. This is what we were trying to show.",2,0,1,0,1,0,0,"Seth"
"186","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on $n$.

Inductive predicate: For any natural number $n, 2n^3 + 3n^2 + n$ is divisible by $6.$

Base case: For our base case, note that when $n = 0, 2n^3 + 3n^2 + n = 0$ and $0$ is divisible by $5$.

Inductive hypothesis: $2n^3 + 3n^2 + n$ is divisble by $6$ for $n$ in $0...k$ (where $k\ge 0).$

Now to finish we need to show that $2(k+1)^3 + 3(k+1)^2 + k + 1$ is divisble by $6.$

Expanding this equation gives $6k^2 + 12k + 6 + 2k^3 + 3k^2 + k$. The first three terms are obviously divisible by $6.$ We need to prove that the last three terms are divisble by $6.$

We can rewrite the last three terms as $k(2k + 1)(k + 1).$ There are $6$ possible cases for which this expression is divisible by $6$.

Case $1$: $k \equiv0( mod  6).$ By the definition of congruence mod, this means that $6 | k - 0,$ in which case it is obvious that $k(2k + 1)(k + 1)$ is divisible by $6.$

Case $2$: $k \equiv 1(mod 6)$. This means that $6 | k - 1$, which by the definition of divisibility means that, for some integer $j$, $k -1 = 6j.$ Plugging this into the original expression gives 
$$6j + 1(12j + 3)(6j + 2) = 6j + 1(72j^2 + 30 j + 6)$$

Since all parts of the second sum in the second expression are divisible by $6$, the second sum is also divisible by $6$, which means the whole thing is divisible by 6.

Case $3$: $k \equiv 2(mod 6)$. This means that $6 | k - 2$, which by the definition of divisibility means that, for some integer $j$, $k -2 = 6j.$ Plugging this into the original expression gives 
$$6j + 2(12j + 5)(6j + 3) = 12j+5(36j^2 + 30j + 6)$$

Since all parts of the second sum in the second expression are divisible by $6$, the second sum is also divisible by $6$, which means the whole thing is divisible by 6.

Case $4$: $k \equiv 3(mod 6)$. This means that $6 | k - 3$, which by the definition of divisibility means that, for some integer $j$, $k -3 = 6j.$ Plugging this into the original expression gives 
$$6j + 3(12j + 7)(6j + 4) = 12j + 7(36j^2 + 42 j + 12)$$

Since all parts of the second sum in the second expression are divisible by $6$, the second sum is also divisible by $6$, which means the whole thing is divisible by 6.",2,2,2,2,2,2,0,"Seth"
"187","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let $n$ be defined by $2$

$6$ | $2(n)^3 + 3(n)^2 + n$

$2(2)^3 + 3(2)^2 + 2$ = 

$16 + 12 + 2$

$30$",0,0,0,0,0,0,0,"Seth"
"188","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Do not remember what strong induction is",0,0,0,0,0,0,0,"Seth"
"189","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: for n = 0, 2n^3 + 3n^2 + n = 0 which is divisible by 6.

Inductive hypothesis: for any k, 2n^3 + 3n^2 + n is divisible by 6 for n = 0.....k.

Inductive step: we need to show that 2(k+1)^3 + 3(k+1)^2 + (k+1) is divisible by 6.

We can simplify this statment by factoring out k + 1, (k+1)(2(k+1)^2 + 3(K+1) + 1) = (k + 1)(2(K+1) + 1)(k + 1 +1) = (K +1)(2K + 3)(k + 2) = ( k + 1) 2(k + 3/2) 3(k/3 + 2/3) = 6(k+1)(k + 3/2)(k/3 + 2/3).

6(k+1)(k + 3/2)(k/3 + 2/3) is divisible by 6 since 6 is divisible by 6 which is what we needed to show. ",2,2,2,1,2,0,0,"Seth"
"190","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","As our base case, when $n=0$, $2(0)^3+3(0)^2+(0) = 0$, which is divisible by $6$. 

Suppose that for some $k$, $2n^3+3n^2+n$ is divisible by $6$ for each $n$ in $0, 1, ..., k-1$.

We need to prove that $2k^3 + 3k^2 + k$ is divisible by $6$. ",2,2,2,2,2,0,0,"Seth"
"191","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","n (2n^2+3n+1)",0,0,0,0,0,0,0,"Seth"
"192","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","2n^3 divisible by 6, 3n^2 divisible by 6, n divisible by 6. ",0,0,0,0,0,0,0,"Seth"
"193","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","n(2n^2+3n+1)",0,0,0,0,0,0,0,"Seth"
"194","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: n=0, 2n^3+3n^2+n = 0, which is divisible by 6.",2,2,0,0,0,0,0,"Seth"
"195","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","sorry I don't know how to write proofs",0,0,0,0,0,0,0,"Seth"
"196","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","for our base case, when n = 0, 2n^3 + 3n^2 + n = 0 which is divisible by 6

next suppose some as our inductive hypothesis that 2n^3 + 3n^2 + n is divisible by 6 for n in 0...k where k >= 0

then we show that 2(k)^3 + 3(k)^2 + k is divisible by 6

k(2k^2 + 3k + 1) = k(2k+1)(k+1) ",2,2,2,2,1,0,0,"Seth"
"197","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","still Unsure",0,0,0,0,0,0,0,"Seth"
"198","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, note that for n = 0. 2n^3 + 3n^2 + n = 0 which is divisible by 6.    
Now, for our inductive hypothesis, suppose that for some value k, $2n^3 + 3n^2 + n$ is divisible by 6 where $ n = (0...k)$   
Now to finish our proof, we must prove that $2k^3+3k^2+k$ is divisible by 6.   
By definition note that n = k - 1, so $2k^3+3k^2+k = 2(n+1)^3 + 3(n+1)^2 + (n+1) = 2(n^3 + 3n^2 + 3n  +1) + 3(n^2 + 2n + 1) + n+1$ 
So therefore $2k^3+3k^2+k = 2n^3+9n^2 + 13n + 6 = 2n^3 + 3n^2 + n + 6n^2 + 12n + 6$  
Since $2n^3 + 3n^2 + n$ is divisible by 6 and $6n^2 + 12n + 6$ is divisible by 6, $2n^3+9n^2 + 13n + 6$ is divisible by 6.   
Therefore $2k^3+3k^2+k$ is divisible by 6. This is what we needed to show.",2,2,2,2,1,2,2,"Seth"
"199","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Induction proof of n
Induction predicate: for any natural number n, 2n^3+3n^2+n is dicisible by 6
Base case: n = 1: 2n^3+3n^2+n = 6 and is divisible by 6
Inductive hypothesis: for any natural number n 2n^3+3n^2+n is divisible by 6 for each n in 1...k
Inductive steps: from the base case we assume that 2k^3+3k^2+k is divisible by 6 so we need to proof 2(k+1)^3+3(k+1)^2+k+1
Proof: Expand the polynomial we get 2(k^3+3k^2+3k+1)+3(k^2+2k+1)+k+1 and then 2k^3+3k^2+k+6k^2+6k+6. Because 2k^3+3k^2+k is divisible by 6 and the rest all have factor 6, so the sum of these 2 parts are divisible by 6
2(k+1)^3+3(k+1)^2+k+1 is divisible by 6 and that is what we need to show",2,2,2,2,2,2,2,"Seth"
"200","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","$2n^3+3n^2+n$<br>

Base case is 0, which is divisible by 6.<br>
Suppose this works for $0,1,2,3,4,......,k$<br>
When $n=k+1$, $2(k+1)^3+3(k+1)^2+k+1$<br>
$=2(k^3+3k^2+3k+1)+3(k^2+2k+1)+k+1$<br>
$=(2k^3+3k^2+k)+6(k^2+2k+1)$<br>
Because $k$ is a natural number, so $(k^2+2k+1)$ is also a natural number. So both $6(k^2+2k+1)$ and $(2k^3+3k^2+k)$ are divisible by 6. So it works for $k+1$.",2,2,2,2,2,2,2,"Seth"
"201","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We use n for induction

Base case:

Inductive Hypothesis:

Inductive step:

what we need to show",0,0,0,0,0,0,0,"Seth"
"202","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case n=0, 2(0^3) + 3(0^2)  + 0 = 0, which is divisible by 6

Suppose for our inductive hypothesis that for some k, 2n^3 + 3n^2 + n is divisible by 6 for n in 0...k

So we need to show 2k^3 + 3k^2 + n is divisible by 6

2k^3 + 3k^2 + k = k(2k+1)(k+1) ",2,2,2,2,1,0,0,"Seth"
"203","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Our base case is that when n = 1, 2n^3+3n^2+n = 6 which the result is divisible by 6. Suppose our inductive hypothesis states that 2n^3+3n^2+n is divisible by 6 for n in 0,1,2......k, we want to prove that 2(k+1)^3+3(k+1)^2+(k+1) is divisible by 6. We rewrite it as 2k^3+6k^2+6k+1+3k^2+6k+3+k+1. Rearranging, we have 2k^3 +3k^2 +k which is divisible by 6 and another numbher divisible by 6*(k+....) which reach our conclusion.",2,2,2,2,2,2,2,"Seth"
"204","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: Suppose $n=0$. Then $2(0)^3+3(0)^2+0=0$, which is clearly divisible by 6, so the base case $n=0$ is true. Suppose $n=1$. Then $2(1)^3+3(1)^2+1=6$, which is also clearly divisible by 6, so the base case $n=1$ is true. So all the base cases are true.

Inductive hypothesis: Suppose that for some $k\in\mathbb{N}$, $2n^3+3n^2+n$ is divisble by 6 for all $n=0,1,...,k-1,k$.

Inductive step: We want to show that $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by 6.

$2(k+1)^3+3(k+1)^2+(k+1)$

$=2(k^3+3k^2+3k+1)+3(k^2+2k+1)+k+1$

$=2k^3+6k^2+6k+2+3k^2+6k+3+k+1$

$=(2k^3+3k^2+k)+6k^2+12k+6$

From our induction hypothesis, we know that $(2k^3+3k^2+k)$ is divisible by 6.

$6k^2$ is divisble by 6 since its coefficient 6 is clearly divisible by 6.

$12k$ is divisible by 6 since its coefficient $12=6\times2$ is divisible by 6.

6 is clearly divisble by 6.

Since $2(k+1)^3+3(k+1)^2+(k+1)$ is the sum of the above four terms, all of which are divisible by 6, $2(k+1)^3+3(k+1)^2+(k+1)$ is also divisible by 6. QED",2,2,2,2,2,2,2,"Seth"
"205","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Suppose 2n^3 + 3n^2 + n | 6
Suppose n = 3
Since 54 + 18+ 3 = 75
and 75 cannot be divided by 6,
the claim that for any natural number n, 2n^3 + 3n^2 + n | 6 is untrue ",0,0,0,0,0,0,0,"Seth"
"206","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4"," Let n be any natural number
 
 For our base case, note that when n = 0, 2n^3 + 3n^2 + n = 0 which is divisible by 6.
 
 For our inductive step, we need to prove that for n = 0 ... k, 2n^3 + 3n^2 + n is divisible by 6. Let n = k + 1. Then 2(k + 1)^3  + 3(k + 1)^2 + k + 1 is our expression. This can be simplified to 2k^3 + 9k^2 + 12k + 3. Since k is a natural number, this expression is divisible by 6. 
 
 Therefore, we have proven our base case and inductive step, so 2n^3 + 3n^2  + n is divisible by 6 due to induction which is what we needed to show.",2,2,1,2,2,0,0,"Seth"
"207","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Using induction on n. For n = 1. 2 + 3 + 1 is divisible by 6. Now for the hypothesis assume that for some k in 2n^3 + 3n^2 + n is divisible by 6. Thus, at n = k. 2k^3 + 3k^2 +k is divisible by 6 for some k. Now for k + 1 . 2(k+1)^3 + 3(k + 1)^2 + k + 1 = 2k^3 + 2 + 6k + 6k^2 + 3k^2 + 3 + 6k + k + 1 which reduces to equation of n = k + 6k^2+ 6 which is divisible by 6 and thus we can claim that for all natural numbers n the equation is divisible by 6",2,2,2,2,2,0,0,"Seth"
"208","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let n be any natural number. 

$2n^3+3n^2+n=n(2n^2+2n+1)$

Therefore, $2n^3+3n^2+n$ is divisible by 6 for all natural numbers, n. QED. ",0,0,0,0,0,0,0,"Seth"
"209","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We need to prove that: for any natural number n, 2n^3 + 3n^2 + n is divisible by 6.

For our base case, note that when when n = 1, 2*1 + 3*1 + 1 = 6 which is divisible by 6.

Next, suppose as our Inductive Hypothesis that for some k, 
2k^3 + 3k^2 + k for 0,1....... k - 1

2k^3 + 3k^2 + k = k(2k^2 + 3k + 1)

 k(2k^2 + 3k + 1) = k(2k+1)(k+1)
 
 do not know how to continue.....",2,2,2,1,0,0,0,"Seth"
"210","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","proof by induction  
Base case: n = 1, 2(1)^3 + 3(1)^2 + 1 = 6, which is divisible by 6  
Inductive hypothesis: 2(n)^3 + 3(n)^2 + n is divisible by 6 for n in 0,...,k.  
Inductive step: We need to prove 2(k+1)^3 + 3(k+1)^2 + k+1 is divisble by 6  
Simplifying, 2k^3 + 9k^2 + 13k + 6  
This is divisible by 6, which is what we needed to prove. QED.  
I'm so tired",2,2,2,2,2,0,0,"Seth"
"211","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","I do not remember much from last week other than the form of the proofs. 

Base Case: n=0, expression above is equal to 0, 0 is divisible by 6

Inductive Hypothesis: For 0...k, n=k+1, it's a number divisible by 6 greater than n=k/base case

Inductive Proof: n((0+1)) = 6 which is a number (6) greater than base case. This is because for each integer added the function makes a number which has both factors 2 and 3 from the previous n. ",2,2,0,2,0,0,0,"Seth"
"212","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof:

Base: Let n be any natural number. Let n = 1. From this, we get that 2(1)^3 + 3(1)^2 + 1 = 6.

Through induction, we can see that this is true for all natural numbers 1...k-1

Therefore, through proof by induction, we can see that 2n^3 + 3n^2 is divisible by 6.

This is what we needed to show.",2,2,0,0,0,0,0,"Seth"
"213","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: n=0, then 2n^3 + 3n^2 + n = 2(0)^3 + 3(0)^2 + 0 = 0, which is divisible by 6.
Suppose as our Inductive Hypothesis that 2n^3 + 3n^2 + n is divisible by 6 for n in 0...k (k >= 0).
Then, we have 2k^3 + 3k^2 + k. To finish, we need to show that 2k^3 + 3k^2 + k is divisible by 6.",2,2,2,1,1,0,0,"Seth"
"214","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We will prove this using inductive reasoning upon the integer n.

Inductive hypothesis: 2k^3 + 3k^2 + k is divisible by 6 for 0,...,k

Base case: n = 0; 2(0)^3 + 3(0)^2 + 0 = 0 which is divisible by 6.

Inductive step: 2(k+1)^3 + 3(k+1)^2 + (k+1) = 2(k^2 + 2k + 1)(k+1) + 3(k^2 + 2k + 1) + (k+1) = 2(k^3 + 2k^2 + k + k^2 + 2k + 1) + 3(k^2 + 2k + 1) + (k+1) = 2k^3 + 8k^2 + 11k + 6 = (2k^3 + 3k^2 + k) + (5k^2 + 10k + 6) = inductive case is divisible by 6 by hypothesis + (5k^2 + 10k + 6)

(5k^2 + 10k + 6) is always divisible by 6 because there will never be a remainder based on divisibility.

Therefore, for any natural number n, 2n^3 + 3n^2 + n is divisible by 6. QED",2,2,2,2,2,2,2,"Seth"
"215","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction

Base case: n = 0, 2(0)^3 + 3(0)^2 + 0 = 0. which is divisible by 6.

Induction hypothesis: for some k, 2n^3 + 3n^2 + n is divisible by 6 for n in 0 ... k. 

Induction step: 2(k+1)^3 + 3(k+1)^2 + k is divisible by 6

",2,2,2,2,2,0,0,"Seth"
"216","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let n be a natural number.

Induction Predicate: Suppose that 2n^3 +3n^2 + n.

Induction Hypothesis: 2n^3 +3n^2 + n is divisible by 6.

Since 2n^3, 3n^2, and n are divisible by 6, 2n^3 +3n^2 + n must be divisible by 6, which is what we needed to show. ",0,0,2,0,0,0,0,"Seth"
